season,conference,date,home_team,home_rank,away_team,away_rank,home_score,away_score,neutral
2010,Big 12 Conference,"Sat, Jan 9, 2010",Baylor,,Oklahoma,,91,60,N
2010,Big 12 Conference,"Sat, Jan 9, 2010",Missouri,,Kansas State,,74,68,N
2010,Big 12 Conference,"Sat, Jan 9, 2010",Oklahoma State,,Texas Tech,,81,52,N
2010,Big 12 Conference,"Sat, Jan 9, 2010",Texas,,Colorado,,103,86,N
2010,Big 12 Conference,"Sat, Jan 9, 2010",Texas A&M,,Nebraska,,64,53,N
2010,Big 12 Conference,"Mon, Jan 11, 2010",Oklahoma,,Oklahoma State,,62,57,N
2010,Big 12 Conference,"Tue, Jan 12, 2010",Colorado,,Baylor,,78,71,N
2010,Big 12 Conference,"Tue, Jan 12, 2010",Kansas State,,Texas A&M,,88,65,N
2010,Big 12 Conference,"Wed, Jan 13, 2010",Iowa State,,Texas,,83,90,N
2010,Big 12 Conference,"Wed, Jan 13, 2010",Nebraska,,Kansas,,72,84,N
2010,Big 12 Conference,"Wed, Jan 13, 2010",Texas Tech,,Missouri,,89,94,N
2010,Big 12 Conference,"Sat, Jan 16, 2010",Baylor,,Oklahoma State,,83,70,N
2010,Big 12 Conference,"Sat, Jan 16, 2010",Colorado,,Kansas State,,81,87,N
2010,Big 12 Conference,"Sat, Jan 16, 2010",Kansas,,Texas Tech,,89,63,N
2010,Big 12 Conference,"Sat, Jan 16, 2010",Nebraska,,Iowa State,,53,56,N
2010,Big 12 Conference,"Sat, Jan 16, 2010",Oklahoma,,Missouri,,66,61,N
2010,Big 12 Conference,"Sat, Jan 16, 2010",Texas,,Texas A&M,,72,67,N
2010,Big 12 Conference,"Mon, Jan 18, 2010",Kansas State,,Texas,,71,62,N
2010,Big 12 Conference,"Tue, Jan 19, 2010",Texas A&M,,Oklahoma,,65,62,N
2010,Big 12 Conference,"Wed, Jan 20, 2010",Kansas,,Baylor,,81,75,N
2010,Big 12 Conference,"Wed, Jan 20, 2010",Oklahoma State,,Colorado,,90,78,N
2010,Big 12 Conference,"Wed, Jan 20, 2010",Texas Tech,,Iowa State,,78,71,N
2010,Big 12 Conference,"Sat, Jan 23, 2010",Iowa State,,Kansas,,61,84,N
2010,Big 12 Conference,"Sat, Jan 23, 2010",Kansas State,,Oklahoma State,,69,73,N
2010,Big 12 Conference,"Sat, Jan 23, 2010",Missouri,,Nebraska,,70,53,N
2010,Big 12 Conference,"Sat, Jan 23, 2010",Texas A&M,,Colorado,,67,63,N
2010,Big 12 Conference,"Sat, Jan 23, 2010",Texas Tech,,Oklahoma,,75,65,N
2010,Big 12 Conference,"Mon, Jan 25, 2010",Kansas,,Missouri,,84,65,N
2010,Big 12 Conference,"Tue, Jan 26, 2010",Baylor,,Kansas State,,74,76,N
2010,Big 12 Conference,"Wed, Jan 27, 2010",Colorado,,Nebraska,,72,60,N
2010,Big 12 Conference,"Wed, Jan 27, 2010",Oklahoma,,Iowa State,,89,84,N
2010,Big 12 Conference,"Wed, Jan 27, 2010",Oklahoma State,,Texas A&M,,76,69,N
2010,Big 12 Conference,"Wed, Jan 27, 2010",Texas,,Texas Tech,,95,83,N
2010,Big 12 Conference,"Sat, Jan 30, 2010",Iowa State,,Colorado,,64,63,N
2010,Big 12 Conference,"Sat, Jan 30, 2010",Kansas State,,Kansas,,79,81,N
2010,Big 12 Conference,"Sat, Jan 30, 2010",Missouri,,Oklahoma State,,95,80,N
2010,Big 12 Conference,"Sat, Jan 30, 2010",Nebraska,,Oklahoma,,63,46,N
2010,Big 12 Conference,"Sat, Jan 30, 2010",Texas,,Baylor,,77,80,N
2010,Big 12 Conference,"Sat, Jan 30, 2010",Texas A&M,,Texas Tech,,85,70,N
2010,Big 12 Conference,"Mon, Feb 1, 2010",Oklahoma State,,Texas,,60,72,N
2010,Big 12 Conference,"Tue, Feb 2, 2010",Nebraska,,Kansas State,,57,76,N
2010,Big 12 Conference,"Wed, Feb 3, 2010",Baylor,,Iowa State,,84,63,N
2010,Big 12 Conference,"Wed, Feb 3, 2010",Colorado,,Kansas,,66,72,N
2010,Big 12 Conference,"Wed, Feb 3, 2010",Missouri,,Texas A&M,,74,77,N
2010,Big 12 Conference,"Sat, Feb 6, 2010",Colorado,,Missouri,,66,84,N
2010,Big 12 Conference,"Sat, Feb 6, 2010",Iowa State,,Kansas State,,75,79,N
2010,Big 12 Conference,"Sat, Feb 6, 2010",Kansas,,Nebraska,,75,64,N
2010,Big 12 Conference,"Sat, Feb 6, 2010",Oklahoma,,Texas,,80,71,N
2010,Big 12 Conference,"Sat, Feb 6, 2010",Texas A&M,,Baylor,,78,71,N
2010,Big 12 Conference,"Sat, Feb 6, 2010",Texas Tech,,Oklahoma State,,81,74,N
2010,Big 12 Conference,"Mon, Feb 8, 2010",Texas,,Kansas,,68,80,N
2010,Big 12 Conference,"Tue, Feb 9, 2010",Oklahoma,,Texas Tech,,71,72,N
2010,Big 12 Conference,"Wed, Feb 10, 2010",Missouri,,Iowa State,,65,56,N
2010,Big 12 Conference,"Wed, Feb 10, 2010",Nebraska,,Baylor,,53,55,N
2010,Big 12 Conference,"Sat, Feb 13, 2010",Baylor,,Missouri,,64,62,N
2010,Big 12 Conference,"Sat, Feb 13, 2010",Kansas,,Iowa State,,73,59,N
2010,Big 12 Conference,"Sat, Feb 13, 2010",Kansas State,,Colorado,,68,51,N
2010,Big 12 Conference,"Sat, Feb 13, 2010",Oklahoma State,,Oklahoma,,97,76,N
2010,Big 12 Conference,"Sat, Feb 13, 2010",Texas,,Nebraska,,91,51,N
2010,Big 12 Conference,"Sat, Feb 13, 2010",Texas Tech,,Texas A&M,,65,67,N
2010,Big 12 Conference,"Mon, Feb 15, 2010",Texas A&M,,Kansas,,54,59,N
2010,Big 12 Conference,"Tue, Feb 16, 2010",Baylor,,Texas Tech,,88,70,N
2010,Big 12 Conference,"Wed, Feb 17, 2010",Colorado,,Oklahoma,,77,67,N
2010,Big 12 Conference,"Wed, Feb 17, 2010",Iowa State,,Oklahoma State,,64,69,N
2010,Big 12 Conference,"Wed, Feb 17, 2010",Kansas State,,Nebraska,,91,87,N
2010,Big 12 Conference,"Wed, Feb 17, 2010",Missouri,,Texas,,82,77,N
2010,Big 12 Conference,"Sat, Feb 20, 2010",Iowa State,,Texas A&M,,56,60,N
2010,Big 12 Conference,"Sat, Feb 20, 2010",Kansas,,Colorado,,94,74,N
2010,Big 12 Conference,"Sat, Feb 20, 2010",Nebraska,,Missouri,,59,74,N
