season,conference,date,home_team,home_rank,away_team,away_rank,home_score,away_score,neutral
2021,Big 12 Conference,"Sat, Feb 13, 2021",Texas,,Texas Christian,,70,55,N
2021,Big 12 Conference,"Sat, Feb 13, 2021",West Virginia,,Oklahoma,,90,91,N
2021,Big 12 Conference,"Tue, Feb 16, 2021",Oklahoma State,,Iowa State,,76,58,N
2021,Big 12 Conference,"Wed, Feb 17, 2021",Kansas State,,Kansas,,41,59,N
2021,Big 12 Conference,"Sat, Feb 20, 2021",Iowa State,,Oklahoma,,56,66,N
2021,Big 12 Conference,"Sat, Feb 20, 2021",Kansas,,Texas Tech,,67,61,N
2021,Big 12 Conference,"Sat, Feb 20, 2021",Texas,,West Virginia,,82,84,N
2021,Big 12 Conference,"Sat, Feb 20, 2021",Texas Christian,,Kansas State,,54,62,N
2021,Big 12 Conference,"Mon, Feb 22, 2021",Oklahoma State,,Texas Tech,,74,69,N
2021,Big 12 Conference,"Tue, Feb 23, 2021",Baylor,,Iowa State,,77,72,N
2021,Big 12 Conference,"Tue, Feb 23, 2021",Kansas State,,Oklahoma,,62,57,N
2021,Big 12 Conference,"Tue, Feb 23, 2021",Texas,,Kansas,,75,72,N
2021,Big 12 Conference,"Tue, Feb 23, 2021",Texas Christian,,West Virginia,,66,74,N
2021,Big 12 Conference,"Sat, Feb 27, 2021",Iowa State,,Texas Christian,,72,76,N
2021,Big 12 Conference,"Sat, Feb 27, 2021",Kansas,,Baylor,,71,58,N
2021,Big 12 Conference,"Sat, Feb 27, 2021",Oklahoma,,Oklahoma State,,90,94,N
2021,Big 12 Conference,"Sat, Feb 27, 2021",Texas Tech,,Texas,,68,59,N
2021,Big 12 Conference,"Sat, Feb 27, 2021",West Virginia,,Kansas State,,65,43,N
2021,Big 12 Conference,"Mon, Mar 1, 2021",Oklahoma State,,Oklahoma,,79,75,N
2021,Big 12 Conference,"Tue, Mar 2, 2021",Iowa State,,Texas,,67,81,N
2021,Big 12 Conference,"Tue, Mar 2, 2021",Texas Tech,,Texas Christian,,69,49,N
2021,Big 12 Conference,"Tue, Mar 2, 2021",West Virginia,,Baylor,,89,94,N
2021,Big 12 Conference,"Thu, Mar 4, 2021",Baylor,,Oklahoma State,,81,70,N
2021,Big 12 Conference,"Thu, Mar 4, 2021",Oklahoma,,Texas,,65,69,N
2021,Big 12 Conference,"Thu, Mar 4, 2021",Texas Tech,,Iowa State,,81,54,N
2021,Big 12 Conference,"Thu, Mar 4, 2021",West Virginia,,Texas Christian,,76,67,N
2021,Big 12 Conference,"Sat, Mar 6, 2021",Kansas State,,Iowa State,,61,56,N
2021,Big 12 Conference,"Sat, Mar 6, 2021",West Virginia,,Oklahoma State,,80,85,N
2021,Big 12 Conference,"Sun, Mar 7, 2021",Baylor,,Texas Tech,,88,73,N
2021,Big 12 Conference,"Sun, Mar 7, 2021",Texas Christian,,Texas,,64,76,N
2021,Big 12 Conference,"Wed, Mar 10, 2021",Oklahoma,,Iowa State,,79,73,N
2021,Big 12 Conference,"Wed, Mar 10, 2021",Texas Christian,,Kansas State,,50,71,N
2021,Big 12 Conference,"Thu, Mar 11, 2021",Baylor,,Kansas State,,74,68,N
2021,Big 12 Conference,"Thu, Mar 11, 2021",Kansas,,Oklahoma,,69,62,N
2021,Big 12 Conference,"Thu, Mar 11, 2021",Texas,,Texas Tech,,67,66,N
2021,Big 12 Conference,"Thu, Mar 11, 2021",West Virginia,,Oklahoma State,,69,72,N
2021,Big 12 Conference,"Fri, Mar 12, 2021",Baylor,,Oklahoma State,,74,83,N
2021,Big 12 Conference,"Sat, Mar 13, 2021",Texas,,Oklahoma State,,91,86,N
2021,Big Ten Conference,"Sun, Dec 13, 2020",Michigan,,Penn State,,62,58,N
2021,Big Ten Conference,"Mon, Dec 14, 2020",Maryland,,Rutgers,,60,74,N
2021,Big Ten Conference,"Tue, Dec 15, 2020",Illinois,,Minnesota,,92,65,N
2021,Big Ten Conference,"Wed, Dec 16, 2020",Purdue,,Ohio State,,67,60,N
2021,Big Ten Conference,"Sun, Dec 20, 2020",Northwestern,,Michigan State,,79,65,N
2021,Big Ten Conference,"Sun, Dec 20, 2020",Rutgers,,Illinois,,91,88,N
2021,Big Ten Conference,"Tue, Dec 22, 2020",Iowa,,Purdue,,70,55,N
2021,Big Ten Conference,"Tue, Dec 22, 2020",Wisconsin,,Nebraska,,67,53,N
2021,Big Ten Conference,"Wed, Dec 23, 2020",Indiana,,Northwestern,,67,74,N
2021,Big Ten Conference,"Wed, Dec 23, 2020",Ohio State,,Rutgers,,80,68,N
2021,Big Ten Conference,"Wed, Dec 23, 2020",Penn State,,Illinois,,81,98,N
2021,Big Ten Conference,"Fri, Dec 25, 2020",Michigan State,,Wisconsin,,76,85,N
2021,Big Ten Conference,"Fri, Dec 25, 2020",Minnesota,,Iowa,,102,95,N
2021,Big Ten Conference,"Fri, Dec 25, 2020",Nebraska,,Michigan,,69,80,N
2021,Big Ten Conference,"Fri, Dec 25, 2020",Purdue,,Maryland,,73,70,N
2021,Big Ten Conference,"Sat, Dec 26, 2020",Illinois,,Indiana,,69,60,N
2021,Big Ten Conference,"Sat, Dec 26, 2020",Northwestern,,Ohio State,,71,70,N
2021,Big Ten Conference,"Mon, Dec 28, 2020",Minnesota,,Michigan State,,81,56,N
2021,Big Ten Conference,"Mon, Dec 28, 2020",Wisconsin,,Maryland,,64,70,N
2021,Big Ten Conference,"Tue, Dec 29, 2020",Iowa,,Northwestern,,87,72,N
2021,Big Ten Conference,"Tue, Dec 29, 2020",Rutgers,,Purdue,,81,76,N
2021,Big Ten Conference,"Wed, Dec 30, 2020",Indiana,,Penn State,,87,85,N
2021,Big Ten Conference,"Wed, Dec 30, 2020",Ohio State,,Nebraska,,90,54,N
2021,Big Ten Conference,"Thu, Dec 31, 2020",Maryland,,Michigan,,73,84,N
2021,Big Ten Conference,"Thu, Dec 31, 2020",Wisconsin,,Minnesota,,71,59,N
2021,Big Ten Conference,"Sat, Jan 2, 2021",Illinois,,Purdue,,66,58,N
2021,Big Ten Conference,"Sat, Jan 2, 2021",Nebraska,,Michigan State,,77,84,N
2021,Big Ten Conference,"Sat, Jan 2, 2021",Rutgers,,Iowa,,75,77,N
2021,Big Ten Conference,"Sun, Jan 3, 2021",Michigan,,Northwestern,,85,66,N
2021,Big Ten Conference,"Sun, Jan 3, 2021",Minnesota,,Ohio State,,77,60,N
2021,Big Ten Conference,"Mon, Jan 4, 2021",Indiana,,Maryland,,63,55,N
2021,Big Ten Conference,"Tue, Jan 5, 2021",Michigan State,,Rutgers,,68,45,N
2021,Big Ten Conference,"Wed, Jan 6, 2021",Michigan,,Minnesota,,82,57,N
2021,Big Ten Conference,"Thu, Jan 7, 2021",Maryland,,Iowa,,67,89,N
2021,Big Ten Conference,"Thu, Jan 7, 2021",Northwestern,,Illinois,,56,81,N
2021,Big Ten Conference,"Thu, Jan 7, 2021",Wisconsin,,Indiana,,80,73,N
2021,Big Ten Conference,"Fri, Jan 8, 2021",Michigan State,,Purdue,,54,55,N
2021,Big Ten Conference,"Sat, Jan 9, 2021",Rutgers,,Ohio State,,68,79,N
2021,Big Ten Conference,"Sun, Jan 10, 2021",Illinois,,Maryland,,63,66,N
2021,Big Ten Conference,"Sun, Jan 10, 2021",Iowa,,Minnesota,,86,71,N
2021,Big Ten Conference,"Sun, Jan 10, 2021",Nebraska,,Indiana,,76,84,N
2021,Big Ten Conference,"Tue, Jan 12, 2021",Michigan,,Wisconsin,,77,54,N
2021,Big Ten Conference,"Wed, Jan 13, 2021",Ohio State,,Northwestern,,81,71,N
2021,Big Ten Conference,"Thu, Jan 14, 2021",Indiana,,Purdue,,69,81,N
2021,Big Ten Conference,"Fri, Jan 15, 2021",Rutgers,,Wisconsin,,54,60,N
2021,Big Ten Conference,"Sat, Jan 16, 2021",Illinois,,Ohio State,,81,87,N
2021,Big Ten Conference,"Sat, Jan 16, 2021",Minnesota,,Michigan,,75,57,N
2021,Big Ten Conference,"Sun, Jan 17, 2021",Northwestern,,Iowa,,73,96,N
2021,Big Ten Conference,"Sun, Jan 17, 2021",Purdue,,Penn State,,80,72,N
2021,Big Ten Conference,"Tue, Jan 19, 2021",Illinois,,Penn State,,79,65,N
2021,Big Ten Conference,"Tue, Jan 19, 2021",Michigan,,Maryland,,87,63,N
2021,Big Ten Conference,"Tue, Jan 19, 2021",Ohio State,,Purdue,,65,67,N
2021,Big Ten Conference,"Wed, Jan 20, 2021",Wisconsin,,Northwestern,,68,52,N
2021,Big Ten Conference,"Thu, Jan 21, 2021",Iowa,,Indiana,,69,81,N
2021,Big Ten Conference,"Thu, Jan 21, 2021",Penn State,,Rutgers,,75,67,N
2021,Big Ten Conference,"Fri, Jan 22, 2021",Purdue,,Michigan,,53,70,N
2021,Big Ten Conference,"Sat, Jan 23, 2021",Minnesota,,Maryland,,49,63,N
2021,Big Ten Conference,"Sat, Jan 23, 2021",Penn State,,Northwestern,,81,78,N
2021,Big Ten Conference,"Sat, Jan 23, 2021",Wisconsin,,Ohio State,,62,74,N
2021,Big Ten Conference,"Sun, Jan 24, 2021",Indiana,,Rutgers,,70,74,N
2021,Big Ten Conference,"Wed, Jan 27, 2021",Maryland,,Wisconsin,,55,61,N
2021,Big Ten Conference,"Wed, Jan 27, 2021",Ohio State,,Penn State,,83,79,N
2021,Big Ten Conference,"Thu, Jan 28, 2021",Rutgers,,Michigan State,,67,37,N
2021,Big Ten Conference,"Fri, Jan 29, 2021",Illinois,,Iowa,,80,75,N
2021,Big Ten Conference,"Sat, Jan 30, 2021",Penn State,,Wisconsin,,81,71,N
2021,Big Ten Conference,"Sat, Jan 30, 2021",Purdue,,Minnesota,,81,62,N
2021,Big Ten Conference,"Sun, Jan 31, 2021",Northwestern,,Rutgers,,56,64,N
2021,Big Ten Conference,"Sun, Jan 31, 2021",Ohio State,,Michigan State,,79,62,N
2021,Big Ten Conference,"Tue, Feb 2, 2021",Indiana,,Illinois,,71,75,N
2021,Big Ten Conference,"Tue, Feb 2, 2021",Iowa,,Michigan State,,84,78,N
2021,Big Ten Conference,"Tue, Feb 2, 2021",Maryland,,Purdue,,61,60,N
2021,Big Ten Conference,"Tue, Feb 2, 2021",Wisconsin,,Penn State,,72,56,N
2021,Big Ten Conference,"Thu, Feb 4, 2021",Iowa,,Ohio State,,85,89,N
2021,Big Ten Conference,"Thu, Feb 4, 2021",Rutgers,,Minnesota,,76,72,N
2021,Big Ten Conference,"Fri, Feb 5, 2021",Penn State,,Maryland,,55,50,N
2021,Big Ten Conference,"Sat, Feb 6, 2021",Illinois,,Wisconsin,,75,60,N
2021,Big Ten Conference,"Sat, Feb 6, 2021",Michigan State,,Nebraska,,66,56,N
2021,Big Ten Conference,"Sat, Feb 6, 2021",Purdue,,Northwestern,,75,70,N
2021,Big Ten Conference,"Sun, Feb 7, 2021",Indiana,,Iowa,,67,65,N
2021,Big Ten Conference,"Mon, Feb 8, 2021",Maryland,,Ohio State,,65,73,N
2021,Big Ten Conference,"Mon, Feb 8, 2021",Minnesota,,Nebraska,,79,61,N
2021,Big Ten Conference,"Tue, Feb 9, 2021",Michigan State,,Penn State,,60,58,N
2021,Big Ten Conference,"Wed, Feb 10, 2021",Iowa,,Rutgers,,79,66,N
2021,Big Ten Conference,"Wed, Feb 10, 2021",Nebraska,,Wisconsin,,48,61,N
2021,Big Ten Conference,"Wed, Feb 10, 2021",Northwestern,,Indiana,,76,79,N
2021,Big Ten Conference,"Thu, Feb 11, 2021",Minnesota,,Purdue,,71,68,N
2021,Big Ten Conference,"Fri, Feb 12, 2021",Nebraska,,Illinois,,72,77,N
2021,Big Ten Conference,"Sat, Feb 13, 2021",Michigan State,,Iowa,,58,88,N
2021,Big Ten Conference,"Sat, Feb 13, 2021",Ohio State,,Indiana,,78,59,N
2021,Big Ten Conference,"Sat, Feb 13, 2021",Rutgers,,Northwestern,,64,50,N
2021,Big Ten Conference,"Sun, Feb 14, 2021",Maryland,,Minnesota,,72,59,N
2021,Big Ten Conference,"Sun, Feb 14, 2021",Penn State,,Nebraska,,61,62,N
2021,Big Ten Conference,"Sun, Feb 14, 2021",Wisconsin,,Michigan,,59,67,N
2021,Big Ten Conference,"Tue, Feb 16, 2021",Illinois,,Northwestern,,73,66,N
2021,Big Ten Conference,"Tue, Feb 16, 2021",Maryland,,Nebraska,,64,50,N
2021,Big Ten Conference,"Tue, Feb 16, 2021",Purdue,,Michigan State,,75,65,N
2021,Big Ten Conference,"Wed, Feb 17, 2021",Indiana,,Minnesota,,82,72,N
2021,Big Ten Conference,"Wed, Feb 17, 2021",Maryland,,Nebraska,,79,71,N
2021,Big Ten Conference,"Thu, Feb 18, 2021",Michigan,,Rutgers,,71,64,N
2021,Big Ten Conference,"Thu, Feb 18, 2021",Penn State,,Ohio State,,82,92,N
2021,Big Ten Conference,"Thu, Feb 18, 2021",Wisconsin,,Iowa,,62,77,N
2021,Big Ten Conference,"Sat, Feb 20, 2021",Indiana,,Michigan State,,71,78,N
2021,Big Ten Conference,"Sat, Feb 20, 2021",Minnesota,,Illinois,,63,94,N
2021,Big Ten Conference,"Sat, Feb 20, 2021",Nebraska,,Purdue,,58,75,N
2021,Big Ten Conference,"Sun, Feb 21, 2021",Iowa,,Penn State,,74,68,N
2021,Big Ten Conference,"Sun, Feb 21, 2021",Northwestern,,Wisconsin,,51,68,N
2021,Big Ten Conference,"Sun, Feb 21, 2021",Ohio State,,Michigan,,87,92,N
2021,Big Ten Conference,"Sun, Feb 21, 2021",Rutgers,,Maryland,,59,68,N
2021,Big Ten Conference,"Tue, Feb 23, 2021",Michigan State,,Illinois,,81,72,N
2021,Big Ten Conference,"Tue, Feb 23, 2021",Nebraska,,Penn State,,83,86,N
2021,Big Ten Conference,"Wed, Feb 24, 2021",Rutgers,,Indiana,,74,63,N
2021,Big Ten Conference,"Thu, Feb 25, 2021",Illinois,,Nebraska,,86,70,N
2021,Big Ten Conference,"Thu, Feb 25, 2021",Michigan,,Iowa,,79,57,N
2021,Big Ten Conference,"Thu, Feb 25, 2021",Michigan State,,Ohio State,,71,67,N
2021,Big Ten Conference,"Thu, Feb 25, 2021",Minnesota,,Northwestern,,59,67,N
2021,Big Ten Conference,"Fri, Feb 26, 2021",Penn State,,Purdue,,52,73,N
2021,Big Ten Conference,"Sat, Feb 27, 2021",Indiana,,Michigan,,57,73,N
2021,Big Ten Conference,"Sat, Feb 27, 2021",Nebraska,,Minnesota,,78,74,N
2021,Big Ten Conference,"Sat, Feb 27, 2021",Wisconsin,,Illinois,,69,74,N
2021,Big Ten Conference,"Sun, Feb 28, 2021",Maryland,,Michigan State,,73,55,N
2021,Big Ten Conference,"Sun, Feb 28, 2021",Ohio State,,Iowa,,57,73,N
2021,Big Ten Conference,"Mon, Mar 1, 2021",Nebraska,,Rutgers,,72,51,N
2021,Big Ten Conference,"Tue, Mar 2, 2021",Michigan,,Illinois,,53,76,N
2021,Big Ten Conference,"Tue, Mar 2, 2021",Michigan State,,Indiana,,64,58,N
2021,Big Ten Conference,"Tue, Mar 2, 2021",Purdue,,Wisconsin,,73,69,N
2021,Big Ten Conference,"Wed, Mar 3, 2021",Northwestern,,Maryland,,60,55,N
2021,Big Ten Conference,"Wed, Mar 3, 2021",Penn State,,Minnesota,,84,65,N
2021,Big Ten Conference,"Thu, Mar 4, 2021",Iowa,,Nebraska,,102,64,N
2021,Big Ten Conference,"Thu, Mar 4, 2021",Michigan,,Michigan State,,69,50,N
2021,Big Ten Conference,"Sat, Mar 6, 2021",Minnesota,,Rutgers,,70,77,N
2021,Big Ten Conference,"Sat, Mar 6, 2021",Ohio State,,Illinois,,68,73,N
2021,Big Ten Conference,"Sat, Mar 6, 2021",Purdue,,Indiana,,67,58,N
2021,Big Ten Conference,"Sun, Mar 7, 2021",Iowa,,Wisconsin,,77,73,N
2021,Big Ten Conference,"Sun, Mar 7, 2021",Maryland,,Penn State,,61,66,N
2021,Big Ten Conference,"Sun, Mar 7, 2021",Michigan State,,Michigan,,70,64,N
2021,Big Ten Conference,"Sun, Mar 7, 2021",Northwestern,,Nebraska,,79,78,N
2021,Big Ten Conference,"Wed, Mar 10, 2021",Northwestern,,Minnesota,,46,51,N
2021,Big Ten Conference,"Wed, Mar 10, 2021",Penn State,,Nebraska,,72,66,N
2021,Big Ten Conference,"Thu, Mar 11, 2021",Maryland,,Michigan State,,68,57,N
2021,Big Ten Conference,"Thu, Mar 11, 2021",Ohio State,,Minnesota,,79,75,N
2021,Big Ten Conference,"Thu, Mar 11, 2021",Rutgers,,Indiana,,61,50,N
2021,Big Ten Conference,"Thu, Mar 11, 2021",Wisconsin,,Penn State,,75,74,N
2021,Big Ten Conference,"Fri, Mar 12, 2021",Illinois,,Rutgers,,90,68,N
2021,Big Ten Conference,"Fri, Mar 12, 2021",Iowa,,Wisconsin,,62,57,N
2021,Big Ten Conference,"Fri, Mar 12, 2021",Michigan,,Maryland,,79,66,N
2021,Big Ten Conference,"Fri, Mar 12, 2021",Purdue,,Ohio State,,78,87,N
2021,Big Ten Conference,"Sat, Mar 13, 2021",Illinois,,Iowa,,82,71,N
2021,Big Ten Conference,"Sat, Mar 13, 2021",Michigan,,Ohio State,,67,68,N
2021,Big Ten Conference,"Sun, Mar 14, 2021",Illinois,,Ohio State,,91,88,N
2021,Southeastern Conference,"Tue, Dec 29, 2020",Alabama,,Mississippi,,82,64,N
2021,Southeastern Conference,"Tue, Dec 29, 2020",Louisiana State,,Texas A&M,,77,54,N
2021,Southeastern Conference,"Wed, Dec 30, 2020",Auburn,,Arkansas,,85,97,N
2021,Southeastern Conference,"Wed, Dec 30, 2020",Georgia,,Mississippi State,,73,83,N
2021,Southeastern Conference,"Wed, Dec 30, 2020",Missouri,,Tennessee,,53,73,N
2021,Southeastern Conference,"Wed, Dec 30, 2020",Vanderbilt,,Florida,,72,91,N
2021,Southeastern Conference,"Sat, Jan 2, 2021",Arkansas,,Missouri,,68,81,N
2021,Southeastern Conference,"Sat, Jan 2, 2021",Florida,,Louisiana State,,83,79,N
2021,Southeastern Conference,"Sat, Jan 2, 2021",Mississippi State,,Kentucky,,73,78,N
2021,Southeastern Conference,"Sat, Jan 2, 2021",Tennessee,,Alabama,,63,71,N
2021,Southeastern Conference,"Sat, Jan 2, 2021",Texas A&M,,Auburn,,68,66,N
2021,Southeastern Conference,"Tue, Jan 5, 2021",Alabama,,Florida,,86,71,N
2021,Southeastern Conference,"Tue, Jan 5, 2021",Kentucky,,Vanderbilt,,77,74,N
2021,Southeastern Conference,"Tue, Jan 5, 2021",Mississippi State,,Missouri,,78,63,N
2021,Southeastern Conference,"Wed, Jan 6, 2021",Louisiana State,,Georgia,,94,92,N
2021,Southeastern Conference,"Wed, Jan 6, 2021",Mississippi,,Auburn,,72,61,N
2021,Southeastern Conference,"Wed, Jan 6, 2021",South Carolina,,Texas A&M,,78,54,N
2021,Southeastern Conference,"Wed, Jan 6, 2021",Tennessee,,Arkansas,,79,74,N
2021,Southeastern Conference,"Sat, Jan 9, 2021",Arkansas,,Georgia,,99,69,N
2021,Southeastern Conference,"Sat, Jan 9, 2021",Auburn,,Alabama,,90,94,N
2021,Southeastern Conference,"Sat, Jan 9, 2021",Florida,,Kentucky,,58,76,N
2021,Southeastern Conference,"Sat, Jan 9, 2021",Mississippi,,Louisiana State,,61,75,N
2021,Southeastern Conference,"Sat, Jan 9, 2021",Texas A&M,,Tennessee,,54,68,N
2021,Southeastern Conference,"Sat, Jan 9, 2021",Vanderbilt,,Mississippi State,,81,84,N
2021,Southeastern Conference,"Tue, Jan 12, 2021",Florida,,Mississippi,,72,63,N
2021,Southeastern Conference,"Tue, Jan 12, 2021",Kentucky,,Alabama,,65,85,N
2021,Southeastern Conference,"Wed, Jan 13, 2021",Georgia,,Auburn,,77,95,N
2021,Southeastern Conference,"Wed, Jan 13, 2021",Louisiana State,,Arkansas,,92,76,N
2021,Southeastern Conference,"Wed, Jan 13, 2021",Mississippi State,,Texas A&M,,55,56,N
2021,Southeastern Conference,"Sat, Jan 16, 2021",Alabama,,Arkansas,,90,59,N
2021,Southeastern Conference,"Sat, Jan 16, 2021",Auburn,,Kentucky,,66,59,N
2021,Southeastern Conference,"Sat, Jan 16, 2021",Louisiana State,,South Carolina,,85,80,N
2021,Southeastern Conference,"Sat, Jan 16, 2021",Mississippi,,Georgia,,74,78,N
2021,Southeastern Conference,"Sat, Jan 16, 2021",Mississippi State,,Florida,,72,69,N
2021,Southeastern Conference,"Sat, Jan 16, 2021",Tennessee,,Vanderbilt,,81,61,N
2021,Southeastern Conference,"Sat, Jan 16, 2021",Texas A&M,,Missouri,,52,68,N
2021,Southeastern Conference,"Tue, Jan 19, 2021",Florida,,Tennessee,,75,49,N
2021,Southeastern Conference,"Tue, Jan 19, 2021",Louisiana State,,Alabama,,75,105,N
2021,Southeastern Conference,"Tue, Jan 19, 2021",Mississippi State,,Mississippi,,46,64,N
2021,Southeastern Conference,"Tue, Jan 19, 2021",Missouri,,South Carolina,,81,70,N
2021,Southeastern Conference,"Wed, Jan 20, 2021",Arkansas,,Auburn,,75,73,N
2021,Southeastern Conference,"Wed, Jan 20, 2021",Georgia,,Kentucky,,63,62,N
2021,Southeastern Conference,"Sat, Jan 23, 2021",Alabama,,Mississippi State,,81,73,N
2021,Southeastern Conference,"Sat, Jan 23, 2021",Georgia,,Florida,,84,92,N
2021,Southeastern Conference,"Sat, Jan 23, 2021",Kentucky,,Louisiana State,,82,69,N
2021,Southeastern Conference,"Sat, Jan 23, 2021",Mississippi,,Texas A&M,,61,50,N
2021,Southeastern Conference,"Sat, Jan 23, 2021",South Carolina,,Auburn,,86,109,N
2021,Southeastern Conference,"Sat, Jan 23, 2021",Tennessee,,Missouri,,64,73,N
2021,Southeastern Conference,"Sat, Jan 23, 2021",Vanderbilt,,Arkansas,,71,92,N
2021,Southeastern Conference,"Tue, Jan 26, 2021",Alabama,,Kentucky,,70,59,N
2021,Southeastern Conference,"Tue, Jan 26, 2021",Auburn,,Missouri,,88,82,N
2021,Southeastern Conference,"Tue, Jan 26, 2021",Tennessee,,Mississippi State,,56,53,N
2021,Southeastern Conference,"Tue, Jan 26, 2021",Texas A&M,,Louisiana State,,66,78,N
2021,Southeastern Conference,"Wed, Jan 27, 2021",Arkansas,,Mississippi,,74,59,N
2021,Southeastern Conference,"Wed, Jan 27, 2021",Florida,,Vanderbilt,,78,71,N
2021,Southeastern Conference,"Wed, Jan 27, 2021",South Carolina,,Georgia,,83,59,N
