season,conference,date,home_team,home_rank,away_team,away_rank,home_score,away_score,neutral
2019,Big 12 Conference,"Wed, Jan 23, 2019",Texas Christian,,Texas,,65,61,N
2019,Big 12 Conference,"Mon, Jan 28, 2019",Oklahoma,,Baylor,,47,77,N
2019,Big 12 Conference,"Mon, Jan 28, 2019",Texas Tech,,Texas Christian,,84,65,N
2019,Big 12 Conference,"Tue, Jan 29, 2019",Texas,,Kansas,,73,63,N
2019,Big 12 Conference,"Wed, Jan 30, 2019",Iowa State,,West Virginia,,93,68,N
2019,Big 12 Conference,"Sat, Feb 2, 2019",Baylor,,Texas Christian,,90,64,N
2019,Big 12 Conference,"Sat, Feb 2, 2019",Iowa State,,Texas,,65,60,N
2019,Big 12 Conference,"Sat, Feb 2, 2019",Kansas,,Texas Tech,,79,63,N
2019,Big 12 Conference,"Sat, Feb 2, 2019",Oklahoma State,,Kansas State,,57,75,N
2019,Big 12 Conference,"Sat, Feb 2, 2019",West Virginia,,Oklahoma,,79,71,N
2019,Big 12 Conference,"Mon, Feb 4, 2019",Oklahoma,,Iowa State,,74,75,N
2019,Big 12 Conference,"Mon, Feb 4, 2019",Texas Tech,,West Virginia,,81,50,N
2019,Big 12 Conference,"Tue, Feb 5, 2019",Kansas State,,Kansas,,74,67,N
2019,Big 12 Conference,"Wed, Feb 6, 2019",Texas,,Baylor,,84,72,N
2019,Big 12 Conference,"Wed, Feb 6, 2019",Texas Christian,,Oklahoma State,,70,68,N
2019,Big 12 Conference,"Sat, Feb 9, 2019",Baylor,,Kansas State,,63,70,N
2019,Big 12 Conference,"Sat, Feb 9, 2019",Iowa State,,Texas Christian,,83,92,N
2019,Big 12 Conference,"Sat, Feb 9, 2019",Kansas,,Oklahoma State,,84,72,N
2019,Big 12 Conference,"Sat, Feb 9, 2019",Oklahoma,,Texas Tech,,54,66,N
2019,Big 12 Conference,"Sat, Feb 9, 2019",West Virginia,,Texas,,53,75,N
2019,Big 12 Conference,"Mon, Feb 11, 2019",Baylor,,Oklahoma,,59,53,N
2019,Big 12 Conference,"Mon, Feb 11, 2019",Texas Christian,,Kansas,,77,82,N
2019,Big 12 Conference,"Tue, Feb 12, 2019",Texas,,Kansas State,,64,71,N
2019,Big 12 Conference,"Wed, Feb 13, 2019",Oklahoma State,,Texas Tech,,50,78,N
2019,Big 12 Conference,"Sat, Feb 16, 2019",Kansas,,West Virginia,,78,53,N
2019,Big 12 Conference,"Sat, Feb 16, 2019",Kansas State,,Iowa State,,64,78,N
2019,Big 12 Conference,"Sat, Feb 16, 2019",Texas,,Oklahoma State,,69,57,N
2019,Big 12 Conference,"Sat, Feb 16, 2019",Texas Christian,,Oklahoma,,62,71,N
2019,Big 12 Conference,"Sat, Feb 16, 2019",Texas Tech,,Baylor,,86,61,N
2019,Big 12 Conference,"Mon, Feb 18, 2019",Oklahoma State,,Texas Christian,,68,61,N
2019,Big 12 Conference,"Mon, Feb 18, 2019",West Virginia,,Kansas State,,51,65,N
2019,Big 12 Conference,"Tue, Feb 19, 2019",Iowa State,,Baylor,,69,73,N
2019,Big 12 Conference,"Sat, Feb 23, 2019",Baylor,,West Virginia,,82,75,N
2019,Big 12 Conference,"Sat, Feb 23, 2019",Kansas State,,Oklahoma State,,85,46,N
2019,Big 12 Conference,"Sat, Feb 23, 2019",Oklahoma,,Texas,,69,67,N
2019,Big 12 Conference,"Sat, Feb 23, 2019",Texas Christian,,Iowa State,,75,72,N
2019,Big 12 Conference,"Sat, Feb 23, 2019",Texas Tech,,Kansas,,91,62,N
2019,Big 12 Conference,"Mon, Feb 25, 2019",Iowa State,,Oklahoma,,78,61,N
2019,Big 12 Conference,"Mon, Feb 25, 2019",Kansas,,Kansas State,,64,49,N
2019,Big 12 Conference,"Tue, Feb 26, 2019",West Virginia,,Texas Christian,,104,96,N
2019,Big 12 Conference,"Wed, Feb 27, 2019",Baylor,,Texas,,84,83,N
2019,Big 12 Conference,"Wed, Feb 27, 2019",Texas Tech,,Oklahoma State,,84,80,N
2019,Big 12 Conference,"Sat, Mar 2, 2019",Kansas State,,Baylor,,66,60,N
2019,Big 12 Conference,"Sat, Mar 2, 2019",Oklahoma,,West Virginia,,92,80,N
2019,Big 12 Conference,"Sat, Mar 2, 2019",Oklahoma State,,Kansas,,67,72,N
2019,Big 12 Conference,"Sat, Mar 2, 2019",Texas,,Iowa State,,86,69,N
2019,Big 12 Conference,"Sat, Mar 2, 2019",Texas Christian,,Texas Tech,,66,81,N
2019,Big 12 Conference,"Mon, Mar 4, 2019",Texas Christian,,Kansas State,,52,64,N
2019,Big 12 Conference,"Mon, Mar 4, 2019",Texas Tech,,Texas,,70,51,N
2019,Big 12 Conference,"Tue, Mar 5, 2019",Oklahoma,,Kansas,,81,68,N
2019,Big 12 Conference,"Wed, Mar 6, 2019",Baylor,,Oklahoma State,,64,67,N
2019,Big 12 Conference,"Wed, Mar 6, 2019",West Virginia,,Iowa State,,90,75,N
2019,Big 12 Conference,"Sat, Mar 9, 2019",Iowa State,,Texas Tech,,73,80,N
2019,Big 12 Conference,"Sat, Mar 9, 2019",Kansas,,Baylor,,78,70,N
2019,Big 12 Conference,"Sat, Mar 9, 2019",Kansas State,,Oklahoma,,68,53,N
2019,Big 12 Conference,"Sat, Mar 9, 2019",Oklahoma State,,West Virginia,,85,77,N
2019,Big 12 Conference,"Sat, Mar 9, 2019",Texas,,Texas Christian,,56,69,N
2019,Big 12 Conference,"Wed, Mar 13, 2019",Oklahoma,,West Virginia,,71,72,N
2019,Big 12 Conference,"Wed, Mar 13, 2019",Texas Christian,,Oklahoma State,,73,70,N
2019,Big 12 Conference,"Thu, Mar 14, 2019",Baylor,,Iowa State,,66,83,N
2019,Big 12 Conference,"Thu, Mar 14, 2019",Kansas,,Texas,,65,57,N
2019,Big 12 Conference,"Thu, Mar 14, 2019",Kansas State,,Texas Christian,,70,61,N
2019,Big 12 Conference,"Thu, Mar 14, 2019",Texas Tech,,West Virginia,,74,79,N
2019,Big 12 Conference,"Fri, Mar 15, 2019",Kansas,,West Virginia,,88,74,N
2019,Big 12 Conference,"Fri, Mar 15, 2019",Kansas State,,Iowa State,,59,63,N
2019,Big 12 Conference,"Sat, Mar 16, 2019",Kansas,,Iowa State,,66,78,N
2019,American Athletic Conference,"Wed, Jan 2, 2019",Cincinnati,,Tulane,,93,61,N
2019,American Athletic Conference,"Wed, Jan 2, 2019",Houston,,Tulsa,,74,56,N
2019,American Athletic Conference,"Wed, Jan 2, 2019",South Florida,,Connecticut,,76,68,N
2019,American Athletic Conference,"Wed, Jan 2, 2019",Southern Methodist,,East Carolina,,82,54,N
2019,American Athletic Conference,"Wed, Jan 2, 2019",UCF,,Temple,,78,73,N
2019,American Athletic Conference,"Thu, Jan 3, 2019",Memphis,,Wichita State,,85,74,N
2019,American Athletic Conference,"Fri, Jan 4, 2019",Tulane,,Southern Methodist,,65,74,N
2019,American Athletic Conference,"Sat, Jan 5, 2019",Connecticut,,UCF,,53,65,N
2019,American Athletic Conference,"Sat, Jan 5, 2019",East Carolina,,Cincinnati,,73,71,N
2019,American Athletic Conference,"Sat, Jan 5, 2019",Tulsa,,South Florida,,78,75,N
2019,American Athletic Conference,"Sun, Jan 6, 2019",Houston,,Memphis,,90,77,N
2019,American Athletic Conference,"Sun, Jan 6, 2019",Wichita State,,Temple,,81,85,N
2019,American Athletic Conference,"Wed, Jan 9, 2019",South Florida,,Tulane,,66,48,N
2019,American Athletic Conference,"Wed, Jan 9, 2019",Temple,,Houston,,73,69,N
2019,American Athletic Conference,"Thu, Jan 10, 2019",Connecticut,,Southern Methodist,,76,64,N
2019,American Athletic Conference,"Thu, Jan 10, 2019",Memphis,,East Carolina,,78,72,N
2019,American Athletic Conference,"Thu, Jan 10, 2019",Tulsa,,Cincinnati,,65,70,N
2019,American Athletic Conference,"Sat, Jan 12, 2019",Cincinnati,,Connecticut,,74,72,N
2019,American Athletic Conference,"Sat, Jan 12, 2019",Houston,,Wichita State,,79,70,N
2019,American Athletic Conference,"Sat, Jan 12, 2019",Southern Methodist,,Tulsa,,77,57,N
2019,American Athletic Conference,"Sat, Jan 12, 2019",Temple,,South Florida,,82,80,N
2019,American Athletic Conference,"Sun, Jan 13, 2019",Tulane,,Memphis,,79,83,N
2019,American Athletic Conference,"Sun, Jan 13, 2019",UCF,,East Carolina,,76,65,N
2019,American Athletic Conference,"Tue, Jan 15, 2019",Cincinnati,,South Florida,,82,74,N
2019,American Athletic Conference,"Wed, Jan 16, 2019",East Carolina,,Temple,,74,85,N
2019,American Athletic Conference,"Wed, Jan 16, 2019",Southern Methodist,,Houston,,58,69,N
2019,American Athletic Conference,"Wed, Jan 16, 2019",Tulsa,,Connecticut,,89,83,N
2019,American Athletic Conference,"Wed, Jan 16, 2019",Wichita State,,UCF,,75,67,N
2019,American Athletic Conference,"Sat, Jan 19, 2019",Connecticut,,Tulane,,87,71,N
2019,American Athletic Conference,"Sat, Jan 19, 2019",Memphis,,Southern Methodist,,83,61,N
2019,American Athletic Conference,"Sat, Jan 19, 2019",South Florida,,Houston,,60,69,N
2019,American Athletic Conference,"Sat, Jan 19, 2019",UCF,,Tulsa,,64,62,N
2019,American Athletic Conference,"Sat, Jan 19, 2019",Wichita State,,Cincinnati,,55,66,N
2019,American Athletic Conference,"Tue, Jan 22, 2019",South Florida,,Wichita State,,54,41,N
2019,American Athletic Conference,"Wed, Jan 23, 2019",Houston,,East Carolina,,94,50,N
2019,American Athletic Conference,"Wed, Jan 23, 2019",Tulane,,UCF,,50,75,N
2019,American Athletic Conference,"Thu, Jan 24, 2019",Cincinnati,,Tulsa,,88,64,N
2019,American Athletic Conference,"Thu, Jan 24, 2019",Temple,,Memphis,,85,76,N
2019,American Athletic Conference,"Sat, Jan 26, 2019",Connecticut,,Wichita State,,80,60,N
2019,American Athletic Conference,"Sat, Jan 26, 2019",East Carolina,,South Florida,,57,77,N
2019,American Athletic Conference,"Sat, Jan 26, 2019",Southern Methodist,,Tulane,,85,75,N
2019,American Athletic Conference,"Sun, Jan 27, 2019",Memphis,,UCF,,77,57,N
2019,American Athletic Conference,"Sun, Jan 27, 2019",Temple,,Cincinnati,,68,72,N
2019,American Athletic Conference,"Sun, Jan 27, 2019",Tulsa,,Houston,,65,77,N
2019,American Athletic Conference,"Wed, Jan 30, 2019",Tulsa,,Memphis,,95,79,N
2019,American Athletic Conference,"Wed, Jan 30, 2019",Wichita State,,Southern Methodist,,85,83,N
2019,American Athletic Conference,"Thu, Jan 31, 2019",East Carolina,,Tulane,,66,65,N
2019,American Athletic Conference,"Thu, Jan 31, 2019",Houston,,Temple,,73,66,N
2019,American Athletic Conference,"Thu, Jan 31, 2019",UCF,,Connecticut,,73,67,N
2019,American Athletic Conference,"Sat, Feb 2, 2019",Cincinnati,,Southern Methodist,,73,68,N
2019,American Athletic Conference,"Sat, Feb 2, 2019",South Florida,,Memphis,,84,78,N
2019,American Athletic Conference,"Sat, Feb 2, 2019",Tulane,,Temple,,67,75,N
2019,American Athletic Conference,"Sat, Feb 2, 2019",Wichita State,,Tulsa,,79,68,N
2019,American Athletic Conference,"Sun, Feb 3, 2019",Connecticut,,East Carolina,,76,52,N
2019,American Athletic Conference,"Wed, Feb 6, 2019",East Carolina,,Wichita State,,49,65,N
2019,American Athletic Conference,"Wed, Feb 6, 2019",Temple,,Connecticut,,81,63,N
2019,American Athletic Conference,"Thu, Feb 7, 2019",Memphis,,Cincinnati,,64,69,N
2019,American Athletic Conference,"Thu, Feb 7, 2019",Southern Methodist,,South Florida,,66,67,N
2019,American Athletic Conference,"Thu, Feb 7, 2019",UCF,,Houston,,68,77,N
2019,American Athletic Conference,"Sat, Feb 9, 2019",Tulsa,,Temple,,76,58,N
2019,American Athletic Conference,"Sat, Feb 9, 2019",Wichita State,,Tulane,,77,62,N
2019,American Athletic Conference,"Sun, Feb 10, 2019",Houston,,Cincinnati,,65,58,N
2019,American Athletic Conference,"Sun, Feb 10, 2019",Memphis,,Connecticut,,78,71,N
2019,American Athletic Conference,"Sun, Feb 10, 2019",South Florida,,East Carolina,,72,68,N
2019,American Athletic Conference,"Sun, Feb 10, 2019",Southern Methodist,,UCF,,65,71,N
2019,American Athletic Conference,"Wed, Feb 13, 2019",East Carolina,,Memphis,,69,79,N
2019,American Athletic Conference,"Wed, Feb 13, 2019",Temple,,Southern Methodist,,82,74,N
2019,American Athletic Conference,"Wed, Feb 13, 2019",UCF,,South Florida,,78,65,N
2019,American Athletic Conference,"Thu, Feb 14, 2019",Connecticut,,Houston,,63,71,N
2019,American Athletic Conference,"Thu, Feb 14, 2019",Tulane,,Tulsa,,57,80,N
2019,American Athletic Conference,"Sat, Feb 16, 2019",South Florida,,Temple,,69,70,N
2019,American Athletic Conference,"Sat, Feb 16, 2019",UCF,,Memphis,,79,72,N
2019,American Athletic Conference,"Sun, Feb 17, 2019",Cincinnati,,Wichita State,,72,62,N
2019,American Athletic Conference,"Sun, Feb 17, 2019",East Carolina,,Tulsa,,73,77,N
2019,American Athletic Conference,"Sun, Feb 17, 2019",Tulane,,Houston,,50,85,N
2019,American Athletic Conference,"Wed, Feb 20, 2019",Memphis,,Tulane,,102,76,N
2019,American Athletic Conference,"Wed, Feb 20, 2019",Tulsa,,Wichita State,,60,81,N
2019,American Athletic Conference,"Thu, Feb 21, 2019",Cincinnati,,UCF,,60,55,N
2019,American Athletic Conference,"Thu, Feb 21, 2019",Southern Methodist,,Connecticut,,77,59,N
2019,American Athletic Conference,"Sat, Feb 23, 2019",Houston,,South Florida,,71,59,N
2019,American Athletic Conference,"Sat, Feb 23, 2019",Temple,,Tulsa,,84,73,N
2019,American Athletic Conference,"Sat, Feb 23, 2019",Tulane,,East Carolina,,81,85,N
2019,American Athletic Conference,"Sat, Feb 23, 2019",Wichita State,,Memphis,,85,88,N
2019,American Athletic Conference,"Sun, Feb 24, 2019",Connecticut,,Cincinnati,,60,64,N
2019,American Athletic Conference,"Sun, Feb 24, 2019",UCF,,Southern Methodist,,95,48,N
2019,American Athletic Conference,"Tue, Feb 26, 2019",Memphis,,Temple,,81,73,N
2019,American Athletic Conference,"Wed, Feb 27, 2019",East Carolina,,Houston,,65,99,N
2019,American Athletic Conference,"Wed, Feb 27, 2019",South Florida,,UCF,,63,75,N
2019,American Athletic Conference,"Wed, Feb 27, 2019",Southern Methodist,,Cincinnati,,49,52,N
2019,American Athletic Conference,"Thu, Feb 28, 2019",Tulsa,,Tulane,,72,64,N
2019,American Athletic Conference,"Thu, Feb 28, 2019",Wichita State,,Connecticut,,65,63,N
2019,American Athletic Conference,"Sat, Mar 2, 2019",Cincinnati,,Memphis,,71,69,N
2019,American Athletic Conference,"Sat, Mar 2, 2019",Houston,,UCF,,64,69,N
2019,American Athletic Conference,"Sun, Mar 3, 2019",Connecticut,,South Florida,,60,58,N
2019,American Athletic Conference,"Sun, Mar 3, 2019",Southern Methodist,,Wichita State,,55,67,N
2019,American Athletic Conference,"Sun, Mar 3, 2019",Temple,,Tulane,,80,69,N
2019,American Athletic Conference,"Sun, Mar 3, 2019",Tulsa,,East Carolina,,91,78,N
2019,American Athletic Conference,"Tue, Mar 5, 2019",Wichita State,,East Carolina,,72,55,N
2019,American Athletic Conference,"Wed, Mar 6, 2019",Tulane,,South Florida,,70,75,N
2019,American Athletic Conference,"Thu, Mar 7, 2019",Connecticut,,Temple,,71,78,N
2019,American Athletic Conference,"Thu, Mar 7, 2019",Houston,,Southern Methodist,,90,79,N
2019,American Athletic Conference,"Thu, Mar 7, 2019",UCF,,Cincinnati,,58,55,N
2019,American Athletic Conference,"Sat, Mar 9, 2019",Memphis,,Tulsa,,66,63,N
2019,American Athletic Conference,"Sat, Mar 9, 2019",Temple,,UCF,,67,62,N
2019,American Athletic Conference,"Sat, Mar 9, 2019",Tulane,,Wichita State,,79,82,N
2019,American Athletic Conference,"Sun, Mar 10, 2019",Cincinnati,,Houston,,69,85,N
2019,American Athletic Conference,"Sun, Mar 10, 2019",East Carolina,,Connecticut,,73,82,N
2019,American Athletic Conference,"Sun, Mar 10, 2019",South Florida,,Southern Methodist,,71,77,N
2019,American Athletic Conference,"Thu, Mar 14, 2019",Memphis,,Tulane,,83,68,N
2019,American Athletic Conference,"Thu, Mar 14, 2019",South Florida,,Connecticut,,73,80,N
2019,American Athletic Conference,"Thu, Mar 14, 2019",Tulsa,,Southern Methodist,,65,74,N
2019,American Athletic Conference,"Thu, Mar 14, 2019",Wichita State,,East Carolina,,73,57,N
2019,American Athletic Conference,"Fri, Mar 15, 2019",Cincinnati,,Southern Methodist,,82,74,N
2019,American Athletic Conference,"Fri, Mar 15, 2019",Houston,,Connecticut,,84,45,N
2019,American Athletic Conference,"Fri, Mar 15, 2019",Temple,,Wichita State,,74,80,N
2019,American Athletic Conference,"Fri, Mar 15, 2019",UCF,,Memphis,,55,79,N
2019,American Athletic Conference,"Sat, Mar 16, 2019",Cincinnati,,Wichita State,,66,63,N
2019,American Athletic Conference,"Sat, Mar 16, 2019",Houston,,Memphis,,61,58,N
2019,American Athletic Conference,"Sun, Mar 17, 2019",Houston,,Cincinnati,,57,69,N
2019,Southeastern Conference,"Sat, Jan 5, 2019",Alabama,,Kentucky,,77,75,N
2019,Southeastern Conference,"Sat, Jan 5, 2019",Florida,,South Carolina,,69,71,N
2019,Southeastern Conference,"Sat, Jan 5, 2019",Tennessee,,Georgia,,96,50,N
2019,Southeastern Conference,"Sat, Jan 5, 2019",Texas A&M,,Arkansas,,71,73,N
2019,Southeastern Conference,"Sat, Jan 5, 2019",Vanderbilt,,Mississippi,,71,81,N
2019,Southeastern Conference,"Tue, Jan 8, 2019",Kentucky,,Texas A&M,,85,74,N
2019,Southeastern Conference,"Tue, Jan 8, 2019",Louisiana State,,Alabama,,88,79,N
2019,Southeastern Conference,"Tue, Jan 8, 2019",Missouri,,Tennessee,,63,87,N
2019,Southeastern Conference,"Tue, Jan 8, 2019",South Carolina,,Mississippi State,,87,82,N
2019,Southeastern Conference,"Wed, Jan 9, 2019",Arkansas,,Florida,,51,57,N
2019,Southeastern Conference,"Wed, Jan 9, 2019",Georgia,,Vanderbilt,,82,63,N
2019,Southeastern Conference,"Wed, Jan 9, 2019",Mississippi,,Auburn,,82,67,N
2019,Southeastern Conference,"Sat, Jan 12, 2019",Alabama,,Texas A&M,,80,81,N
2019,Southeastern Conference,"Sat, Jan 12, 2019",Arkansas,,Louisiana State,,88,94,N
2019,Southeastern Conference,"Sat, Jan 12, 2019",Auburn,,Georgia,,93,78,N
2019,Southeastern Conference,"Sat, Jan 12, 2019",Florida,,Tennessee,,67,78,N
2019,Southeastern Conference,"Sat, Jan 12, 2019",Kentucky,,Vanderbilt,,56,47,N
2019,Southeastern Conference,"Sat, Jan 12, 2019",Mississippi State,,Mississippi,,77,81,N
2019,Southeastern Conference,"Sun, Jan 13, 2019",South Carolina,,Missouri,,85,75,N
2019,Southeastern Conference,"Tue, Jan 15, 2019",Georgia,,Kentucky,,49,69,N
2019,Southeastern Conference,"Tue, Jan 15, 2019",Mississippi,,Louisiana State,,69,83,N
2019,Southeastern Conference,"Tue, Jan 15, 2019",Mississippi State,,Florida,,71,68,N
2019,Southeastern Conference,"Tue, Jan 15, 2019",Tennessee,,Arkansas,,106,87,N
2019,Southeastern Conference,"Wed, Jan 16, 2019",Missouri,,Alabama,,60,70,N
2019,Southeastern Conference,"Wed, Jan 16, 2019",Texas A&M,,Auburn,,66,85,N
2019,Southeastern Conference,"Wed, Jan 16, 2019",Vanderbilt,,South Carolina,,71,74,N
2019,Southeastern Conference,"Sat, Jan 19, 2019",Auburn,,Kentucky,,80,82,N
2019,Southeastern Conference,"Sat, Jan 19, 2019",Georgia,,Florida,,52,62,N
2019,Southeastern Conference,"Sat, Jan 19, 2019",Louisiana State,,South Carolina,,89,67,N
2019,Southeastern Conference,"Sat, Jan 19, 2019",Mississippi,,Arkansas,,84,67,N
2019,Southeastern Conference,"Sat, Jan 19, 2019",Tennessee,,Alabama,,71,68,N
2019,Southeastern Conference,"Sat, Jan 19, 2019",Texas A&M,,Missouri,,43,66,N
2019,Southeastern Conference,"Sat, Jan 19, 2019",Vanderbilt,,Mississippi State,,55,71,N
2019,Southeastern Conference,"Tue, Jan 22, 2019",Alabama,,Mississippi,,74,53,N
2019,Southeastern Conference,"Tue, Jan 22, 2019",Florida,,Texas A&M,,81,72,N
2019,Southeastern Conference,"Tue, Jan 22, 2019",Kentucky,,Mississippi State,,76,55,N
2019,Southeastern Conference,"Tue, Jan 22, 2019",South Carolina,,Auburn,,80,77,N
2019,Southeastern Conference,"Wed, Jan 23, 2019",Arkansas,,Missouri,,72,60,N
2019,Southeastern Conference,"Wed, Jan 23, 2019",Louisiana State,,Georgia,,92,82,N
2019,Southeastern Conference,"Wed, Jan 23, 2019",Vanderbilt,,Tennessee,,83,88,N
2019,Southeastern Conference,"Sat, Jan 26, 2019",Mississippi State,,Auburn,,92,84,N
2019,Southeastern Conference,"Sat, Jan 26, 2019",Missouri,,Louisiana State,,80,86,N
2019,Southeastern Conference,"Tue, Jan 29, 2019",Alabama,,Mississippi State,,83,79,N
2019,Southeastern Conference,"Tue, Jan 29, 2019",Arkansas,,Georgia,,70,60,N
2019,Southeastern Conference,"Tue, Jan 29, 2019",South Carolina,,Tennessee,,70,92,N
2019,Southeastern Conference,"Tue, Jan 29, 2019",Vanderbilt,,Kentucky,,52,87,N
2019,Southeastern Conference,"Wed, Jan 30, 2019",Auburn,,Missouri,,92,58,N
2019,Southeastern Conference,"Wed, Jan 30, 2019",Florida,,Mississippi,,90,86,N
2019,Southeastern Conference,"Wed, Jan 30, 2019",Texas A&M,,Louisiana State,,57,72,N
2019,Southeastern Conference,"Sat, Feb 2, 2019",Auburn,,Alabama,,84,63,N
2019,Southeastern Conference,"Sat, Feb 2, 2019",Florida,,Kentucky,,54,65,N
2019,Southeastern Conference,"Sat, Feb 2, 2019",Georgia,,South Carolina,,80,86,N
2019,Southeastern Conference,"Sat, Feb 2, 2019",Louisiana State,,Arkansas,,89,90,N
2019,Southeastern Conference,"Sat, Feb 2, 2019",Mississippi,,Mississippi State,,75,81,N
2019,Southeastern Conference,"Sat, Feb 2, 2019",Missouri,,Vanderbilt,,77,67,N
2019,Southeastern Conference,"Sat, Feb 2, 2019",Texas A&M,,Tennessee,,76,93,N
2019,Southeastern Conference,"Tue, Feb 5, 2019",Arkansas,,Vanderbilt,,69,66,N
2019,Southeastern Conference,"Tue, Feb 5, 2019",Auburn,,Florida,,76,62,N
2019,Southeastern Conference,"Tue, Feb 5, 2019",Kentucky,,South Carolina,,76,48,N
2019,Southeastern Conference,"Tue, Feb 5, 2019",Tennessee,,Missouri,,72,60,N
2019,Southeastern Conference,"Wed, Feb 6, 2019",Alabama,,Georgia,,89,74,N
2019,Southeastern Conference,"Wed, Feb 6, 2019",Mississippi,,Texas A&M,,75,71,N
2019,Southeastern Conference,"Wed, Feb 6, 2019",Mississippi State,,Louisiana State,,88,92,N
2019,Southeastern Conference,"Sat, Feb 9, 2019",Georgia,,Mississippi,,64,80,N
2019,Southeastern Conference,"Sat, Feb 9, 2019",Louisiana State,,Auburn,,83,78,N
2019,Southeastern Conference,"Sat, Feb 9, 2019",Mississippi State,,Kentucky,,67,71,N
2019,Southeastern Conference,"Sat, Feb 9, 2019",Missouri,,Texas A&M,,59,68,N
2019,Southeastern Conference,"Sat, Feb 9, 2019",South Carolina,,Arkansas,,77,65,N
2019,Southeastern Conference,"Sat, Feb 9, 2019",Tennessee,,Florida,,73,61,N
2019,Southeastern Conference,"Sat, Feb 9, 2019",Vanderbilt,,Alabama,,67,77,N
2019,Southeastern Conference,"Tue, Feb 12, 2019",Kentucky,,Louisiana State,,71,73,N
2019,Southeastern Conference,"Tue, Feb 12, 2019",Mississippi State,,Alabama,,81,62,N
2019,Southeastern Conference,"Tue, Feb 12, 2019",Missouri,,Arkansas,,79,78,N
2019,Southeastern Conference,"Tue, Feb 12, 2019",Texas A&M,,Georgia,,73,56,N
2019,Southeastern Conference,"Wed, Feb 13, 2019",Auburn,,Mississippi,,55,60,N
2019,Southeastern Conference,"Wed, Feb 13, 2019",Florida,,Vanderbilt,,66,57,N
2019,Southeastern Conference,"Wed, Feb 13, 2019",Tennessee,,South Carolina,,85,73,N
2019,Southeastern Conference,"Sat, Feb 16, 2019",Alabama,,Florida,,53,71,N
2019,Southeastern Conference,"Sat, Feb 16, 2019",Arkansas,,Mississippi State,,67,77,N
2019,Southeastern Conference,"Sat, Feb 16, 2019",Georgia,,Louisiana State,,79,83,N
